Accident_severity,Number_of_casualties,Time,Day_of_week,Area_accident_occured,Types_of_Junction,Road_allignment,Lanes_or_Medians,Weather_conditions,Light_conditions,Road_surface_conditions,Type_of_collision,Vehicle_movement,Cause_of_accident,Age_band_of_driver,Driving_experience,Sex_of_driver,Type_of_vehicle,Hour,Time_period,severity_score,is_weekend
serious injury,1,1900-01-01 06:35:00,friday,church areas,crossing,tangent road with mild grade and flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,changing lane to the left,31-50,2-5yr,male,automobile,6,morning,2,False
serious injury,2,1900-01-01 17:34:00,thursday,residential areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,moving backward,under 18,1-2yr,male,lorry (41?100q),17,afternoon,2,False
serious injury,2,1900-01-01 17:34:00,thursday,office areas,no junction,tangent road with mild grade and flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,driving carelessly,under 18,5-10yr,male,other,17,afternoon,2,False
slight injury,4,1900-01-01 04:00:00,friday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,driving under the influence of drugs,18-30,below 1yr,male,pick up upto 10q,4,night,1,False
slight injury,4,1900-01-01 04:00:00,friday,office areas,y shape,tangent road with mild grade and flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,changing lane to the right,18-30,below 1yr,male,lorry (11?40q),4,night,1,False
slight injury,4,1900-01-01 04:00:00,friday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no priority to vehicle,18-30,below 1yr,male,motorcycle,4,night,1,False
slight injury,4,1900-01-01 04:00:00,friday,church areas,y shape,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,turnover,changing lane to the right,18-30,1-2yr,male,pick up upto 10q,4,night,1,False
slight injury,1,1900-01-01 15:50:00,saturday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,turnover,driving to the left,18-30,5-10yr,male,lorry (11?40q),15,afternoon,1,True
slight injury,1,1900-01-01 08:50:00,friday,other,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,daylight,wet or damp,collision with roadside objects,going straight,moving backward,under 18,2-5yr,male,lorry (11?40q),8,morning,1,False
slight injury,2,1900-01-01 00:25:00,sunday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,getting off,no priority to vehicle,18-30,below 1yr,male,automobile,0,night,1,True
slight injury,2,1900-01-01 00:25:00,sunday,school areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,getting off,no distancing,31-50,5-10yr,male,automobile,0,night,1,True
slight injury,2,1900-01-01 00:25:00,sunday,church areas,y shape,tangent road with mild grade and flat terrain,double carriageway (median),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,driving carelessly,31-50,5-10yr,male,other,0,night,1,True
slight injury,1,1900-01-01 00:10:00,sunday,school areas,no junction,tangent road with flat terrain,undivided two way,raining and windy,darkness - lights lit,wet or damp,vehicle with vehicle collision,overtaking,changing lane to the left,18-30,5-10yr,male,other,0,night,1,True
slight injury,1,1900-01-01 00:10:00,sunday,residential areas,no junction,tangent road with flat terrain,double carriageway (median),raining and windy,darkness - lights lit,wet or damp,collision with pedestrians,reversing,no priority to vehicle,18-30,2-5yr,male,automobile,0,night,1,True
slight injury,2,1900-01-01 15:20:00,saturday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),cloudy,daylight,dry,vehicle with vehicle collision,going straight,no priority to vehicle,18-30,above 10yr,female,taxi,15,afternoon,1,True
slight injury,2,1900-01-01 15:20:00,saturday,office areas,y shape,tangent road with flat terrain,undivided two way,cloudy,daylight,dry,vehicle with vehicle collision,getting off,no distancing,31-50,5-10yr,male,other,15,afternoon,1,True
slight injury,2,1900-01-01 15:20:00,saturday,church areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),cloudy,daylight,dry,vehicle with vehicle collision,getting off,driving to the left,31-50,above 10yr,male,taxi,15,afternoon,1,True
slight injury,1,1900-01-01 16:30:00,saturday,residential areas,y shape,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,reversing,driving carelessly,under 18,2-5yr,male,lorry (11?40q),16,afternoon,1,True
slight injury,1,1900-01-01 16:30:00,saturday,office areas,y shape,tangent road with flat terrain,other,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,turnover,driving carelessly,under 18,below 1yr,male,automobile,16,afternoon,1,True
slight injury,2,1900-01-01 01:05:00,friday,residential areas,y shape,tangent road with flat terrain,one way,normal,darkness - lights lit,dry,vehicle with vehicle collision,moving backward,changing lane to the right,under 18,below 1yr,male,other,1,night,1,False
slight injury,2,1900-01-01 01:05:00,friday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,collision with roadside objects,going straight,driving carelessly,31-50,5-10yr,male,automobile,1,night,1,False
slight injury,3,1900-01-01 19:40:00,monday,other,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,changing lane to the left,over 51,2-5yr,male,automobile,19,evening,1,False
slight injury,3,1900-01-01 19:40:00,monday,residential areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,driving carelessly,31-50,below 1yr,male,automobile,19,evening,1,False
slight injury,3,1900-01-01 19:40:00,monday,industrial areas,crossing,tangent road with flat terrain,undivided two way,normal,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,driving carelessly,31-50,2-5yr,male,automobile,19,evening,1,False
slight injury,1,1900-01-01 19:08:00,tuesday,other,crossing,steep grade downward with mountainous terrain,undivided two way,normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,reversing,driving under the influence of drugs,18-30,5-10yr,male,lorry (41?100q),19,evening,1,False
slight injury,1,1900-01-01 19:08:00,tuesday,office areas,crossing,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,driving carelessly,18-30,above 10yr,male,other,19,evening,1,False
slight injury,1,1900-01-01 17:50:00,saturday,other,no junction,tangent road with mountainous terrain and,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no distancing,over 51,above 10yr,male,pick up upto 10q,17,afternoon,1,True
slight injury,1,1900-01-01 17:50:00,saturday,other,no junction,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,driving carelessly,18-30,5-10yr,male,pick up upto 10q,17,afternoon,1,True
slight injury,1,1900-01-01 21:30:00,sunday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,driving to the left,31-50,1-2yr,male,automobile,21,evening,1,True
slight injury,1,1900-01-01 21:30:00,sunday,other,y shape,tangent road with flat terrain,double carriageway (median),normal,darkness - lights lit,dry,rollover,getting off,overtaking,31-50,5-10yr,male,long lorry,21,evening,1,True
slight injury,2,1900-01-01 14:49:00,monday,office areas,y shape,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,going straight,no distancing,over 51,5-10yr,male,automobile,14,afternoon,1,False
slight injury,2,1900-01-01 14:49:00,monday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,driving carelessly,over 51,1-2yr,male,public (13?45 seats),14,afternoon,1,False
slight injury,2,1900-01-01 14:49:00,monday,other,y shape,tangent road with flat terrain,other,normal,daylight,dry,vehicle with vehicle collision,going straight,no priority to vehicle,18-30,5-10yr,male,lorry (41?100q),14,afternoon,1,False
slight injury,1,1900-01-01 17:40:00,sunday,other,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,wet or damp,collision with roadside objects,going straight,no priority to vehicle,31-50,above 10yr,male,public (13?45 seats),17,afternoon,1,True
slight injury,1,1900-01-01 17:40:00,sunday,other,crossing,steep grade downward with mountainous terrain,other,normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,reversing,no priority to vehicle,over 51,below 1yr,male,other,17,afternoon,1,True
slight injury,1,1900-01-01 21:55:00,saturday,office areas,crossing,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,moving backward,no priority to vehicle,18-30,5-10yr,male,lorry (41?100q),21,evening,1,True
slight injury,1,1900-01-01 21:55:00,saturday,office areas,crossing,tangent road with flat terrain,one way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no distancing,18-30,above 10yr,male,lorry (41?100q),21,evening,1,True
slight injury,1,1900-01-01 07:30:00,tuesday,church areas,y shape,tangent road with flat terrain,other,normal,daylight,wet or damp,collision with roadside objects,going straight,moving backward,18-30,below 1yr,male,long lorry,7,morning,1,False
slight injury,1,1900-01-01 07:30:00,tuesday,office areas,y shape,tangent road with flat terrain,double carriageway (median),normal,daylight,wet or damp,vehicle with vehicle collision,going straight,no distancing,31-50,1-2yr,male,pick up upto 10q,7,morning,1,False
slight injury,1,1900-01-01 10:41:00,wednesday,office areas,no junction,tangent road with flat terrain,other,other,daylight,wet or damp,vehicle with vehicle collision,going straight,changing lane to the left,31-50,above 10yr,male,pick up upto 10q,10,morning,1,False
slight injury,3,1900-01-01 13:16:00,wednesday,office areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,daylight,wet or damp,vehicle with vehicle collision,going straight,changing lane to the left,31-50,above 10yr,male,lorry (41?100q),13,afternoon,1,False
slight injury,3,1900-01-01 13:16:00,wednesday,office areas,no junction,tangent road with flat terrain,one way,raining,daylight,wet or damp,vehicle with vehicle collision,going straight,no priority to pedestrian,31-50,above 10yr,male,lorry (41?100q),13,afternoon,1,False
slight injury,3,1900-01-01 13:16:00,wednesday,residential areas,no junction,tangent road with flat terrain,undivided two way,raining,daylight,wet or damp,collision with roadside objects,turnover,moving backward,31-50,no licence,male,automobile,13,afternoon,1,False
slight injury,1,1900-01-01 11:30:00,thursday,residential areas,y shape,tangent road with flat terrain,other,normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the left,18-30,1-2yr,male,other,11,morning,1,False
slight injury,1,1900-01-01 11:30:00,thursday,residential areas,y shape,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,other,no distancing,18-30,1-2yr,male,automobile,11,morning,1,False
slight injury,1,1900-01-01 19:31:00,wednesday,office areas,crossing,tangent road with flat terrain,double carriageway (median),raining,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,no priority to vehicle,18-30,below 1yr,male,other,19,evening,1,False
slight injury,1,1900-01-01 19:31:00,wednesday,residential areas,crossing,steep grade downward with mountainous terrain,two-way (divided with broken lines road marking),raining,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,changing lane to the right,18-30,1-2yr,male,automobile,19,evening,1,False
serious injury,1,1900-01-01 09:25:00,friday,other,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,wet or damp,vehicle with vehicle collision,going straight,no distancing,31-50,2-5yr,male,pick up upto 10q,9,morning,2,False
serious injury,1,1900-01-01 09:25:00,friday,other,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,wet or damp,collision with pedestrians,going straight,no distancing,18-30,5-10yr,male,automobile,9,morning,2,False
slight injury,1,1900-01-01 14:10:00,wednesday,other,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,getting off the vehicle improperly,18-30,above 10yr,male,public (12 seats),14,afternoon,1,False
slight injury,1,1900-01-01 14:10:00,wednesday,school areas,no junction,tangent road with flat terrain,double carriageway (median),normal,daylight,dry,vehicle with vehicle collision,moving backward,no priority to pedestrian,over 51,2-5yr,male,automobile,14,afternoon,1,False
slight injury,1,1900-01-01 14:00:00,friday,school areas,y shape,tangent road with flat terrain,double carriageway (median),normal,daylight,wet or damp,collision with roadside objects,moving backward,changing lane to the left,31-50,above 10yr,male,other,14,afternoon,1,False
slight injury,1,1900-01-01 14:00:00,friday,school areas,y shape,tangent road with flat terrain,undivided two way,normal,daylight,wet or damp,vehicle with vehicle collision,moving backward,no distancing,31-50,5-10yr,male,public (12 seats),14,afternoon,1,False
slight injury,1,1900-01-01 22:05:00,tuesday,residential areas,crossing,tangent road with flat terrain,one way,normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,other,driving carelessly,18-30,5-10yr,female,stationwagen,22,evening,1,False
slight injury,1,1900-01-01 22:05:00,tuesday,other,crossing,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,wet or damp,collision with pedestrians,going straight,no distancing,over 51,5-10yr,male,lorry (41?100q),22,evening,1,False
slight injury,1,1900-01-01 07:00:00,thursday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),windy,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,changing lane to the right,18-30,below 1yr,male,lorry (41?100q),7,morning,1,False
slight injury,1,1900-01-01 07:00:00,thursday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),windy,darkness - lights lit,wet or damp,vehicle with vehicle collision,turnover,overtaking,31-50,2-5yr,male,lorry (41?100q),7,morning,1,False
slight injury,1,1900-01-01 07:35:00,thursday,school areas,y shape,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,collision with pedestrians,getting off,driving carelessly,18-30,2-5yr,male,automobile,7,morning,1,False
slight injury,1,1900-01-01 07:35:00,thursday,other,y shape,tangent road with flat terrain,double carriageway (median),raining,darkness - lights lit,wet or damp,collision with pedestrians,going straight,moving backward,31-50,2-5yr,male,lorry (41?100q),7,morning,1,False
slight injury,2,1900-01-01 08:43:00,wednesday,industrial areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,daylight,wet or damp,collision with pedestrians,going straight,no distancing,31-50,2-5yr,male,automobile,8,morning,1,False
slight injury,2,1900-01-01 08:43:00,wednesday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,daylight,wet or damp,collision with roadside objects,going straight,overtaking,31-50,5-10yr,male,public (12 seats),8,morning,1,False
serious injury,1,1900-01-01 16:05:00,tuesday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,wet or damp,vehicle with vehicle collision,turnover,driving carelessly,over 51,5-10yr,male,automobile,16,afternoon,2,False
serious injury,3,1900-01-01 22:05:00,friday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,reversing,driving carelessly,18-30,above 10yr,male,stationwagen,22,evening,2,False
serious injury,3,1900-01-01 22:05:00,friday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,moving backward,moving backward,18-30,5-10yr,male,automobile,22,evening,2,False
serious injury,3,1900-01-01 22:05:00,friday,outside rural areas,y shape,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,other,driving carelessly,18-30,5-10yr,male,lorry (41?100q),22,evening,2,False
serious injury,3,1900-01-01 22:05:00,friday,other,y shape,tangent road with flat terrain,other,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,driving to the left,18-30,above 10yr,male,other,22,evening,2,False
slight injury,1,1900-01-01 03:40:00,saturday,residential areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),windy,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,changing lane to the left,18-30,5-10yr,male,pick up upto 10q,3,night,1,True
slight injury,1,1900-01-01 09:25:00,tuesday,office areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,collision with pedestrians,going straight,no distancing,over 51,5-10yr,male,automobile,9,morning,1,False
slight injury,1,1900-01-01 09:25:00,tuesday,office areas,crossing,tangent road with flat terrain,double carriageway (median),normal,daylight,dry,collision with roadside objects,going straight,no distancing,18-30,5-10yr,female,lorry (41?100q),9,morning,1,False
slight injury,1,1900-01-01 09:25:00,tuesday,hospital areas,crossing,tangent road with flat terrain,one way,normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the right,18-30,below 1yr,female,automobile,9,morning,1,False
slight injury,1,1900-01-01 09:25:00,tuesday,industrial areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,driving under the influence of drugs,18-30,5-10yr,female,public (13?45 seats),9,morning,1,False
slight injury,1,1900-01-01 09:25:00,tuesday,other,crossing,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the right,18-30,5-10yr,female,automobile,9,morning,1,False
slight injury,1,1900-01-01 09:25:00,tuesday,office areas,crossing,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the left,18-30,5-10yr,female,lorry (41?100q),9,morning,1,False
slight injury,2,1900-01-01 07:58:00,thursday,office areas,y shape,tangent road with flat terrain,other,raining,daylight,wet or damp,with train,going straight,moving backward,under 18,above 10yr,male,public (12 seats),7,morning,1,False
slight injury,2,1900-01-01 07:58:00,thursday,residential areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,daylight,wet or damp,vehicle with vehicle collision,other,no distancing,18-30,above 10yr,male,motorcycle,7,morning,1,False
slight injury,1,1900-01-01 20:15:00,tuesday,residential areas,o shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - no lighting,wet or damp,vehicle with vehicle collision,moving backward,changing lane to the right,18-30,above 10yr,male,public (12 seats),20,evening,1,False
slight injury,1,1900-01-01 20:15:00,tuesday,school areas,o shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - no lighting,wet or damp,vehicle with vehicle collision,going straight,moving backward,18-30,above 10yr,male,lorry (41?100q),20,evening,1,False
slight injury,2,1900-01-01 17:10:00,tuesday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,moving backward,no distancing,18-30,above 10yr,male,automobile,17,afternoon,1,False
slight injury,2,1900-01-01 17:10:00,tuesday,market areas,y shape,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,driving to the left,31-50,above 10yr,male,lorry (41?100q),17,afternoon,1,False
slight injury,2,1900-01-01 17:10:00,tuesday,office areas,y shape,tangent road with flat terrain,other,normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,moving backward,driving to the left,31-50,5-10yr,male,stationwagen,17,afternoon,1,False
slight injury,2,1900-01-01 15:30:00,saturday,church areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,wet or damp,vehicle with vehicle collision,going straight,moving backward,18-30,2-5yr,female,pick up upto 10q,15,afternoon,1,True
slight injury,2,1900-01-01 15:30:00,saturday,church areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,wet or damp,vehicle with vehicle collision,going straight,moving backward,18-30,below 1yr,male,automobile,15,afternoon,1,True
slight injury,1,1900-01-01 09:47:00,saturday,residential areas,crossing,tangent road with flat terrain,double carriageway (median),raining,daylight,wet or damp,vehicle with vehicle collision,going straight,overtaking,18-30,below 1yr,male,automobile,9,morning,1,True
slight injury,1,1900-01-01 09:47:00,saturday,residential areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,daylight,wet or damp,collision with pedestrians,going straight,driving carelessly,over 51,2-5yr,male,automobile,9,morning,1,True
slight injury,1,1900-01-01 09:47:00,saturday,residential areas,crossing,tangent road with flat terrain,double carriageway (median),raining,daylight,wet or damp,collision with roadside objects,going straight,changing lane to the left,31-50,below 1yr,male,other,9,morning,1,True
serious injury,1,1900-01-01 11:19:00,monday,residential areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,collision with roadside objects,other,driving under the influence of drugs,18-30,below 1yr,female,automobile,11,morning,2,False
serious injury,1,1900-01-01 11:19:00,monday,other,no junction,tangent road with flat terrain,double carriageway (median),normal,daylight,dry,vehicle with vehicle collision,going straight,no distancing,over 51,5-10yr,female,public (13?45 seats),11,morning,2,False
slight injury,1,1900-01-01 13:13:00,friday,other,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,moving backward,moving backward,18-30,5-10yr,female,public (13?45 seats),13,afternoon,1,False
slight injury,1,1900-01-01 13:13:00,friday,residential areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,moving backward,changing lane to the left,18-30,below 1yr,male,automobile,13,afternoon,1,False
slight injury,3,1900-01-01 15:55:00,thursday,other,y shape,tangent road with flat terrain,other,raining,daylight,wet or damp,vehicle with vehicle collision,moving backward,changing lane to the right,18-30,below 1yr,male,public (12 seats),15,afternoon,1,False
slight injury,3,1900-01-01 15:55:00,thursday,church areas,y shape,tangent road with flat terrain,undivided two way,raining,daylight,wet or damp,vehicle with vehicle collision,going straight,no distancing,18-30,1-2yr,male,public (12 seats),15,afternoon,1,False
slight injury,3,1900-01-01 15:55:00,thursday,other,y shape,tangent road with flat terrain,undivided two way,raining,daylight,wet or damp,collision with roadside objects,going straight,driving at high speed,31-50,above 10yr,male,lorry (41?100q),15,afternoon,1,False
slight injury,2,1900-01-01 10:47:00,thursday,office areas,y shape,tangent road with flat terrain,undivided two way,normal,daylight,wet or damp,vehicle with vehicle collision,going straight,changing lane to the right,31-50,above 10yr,male,automobile,10,morning,1,False
slight injury,2,1900-01-01 10:47:00,thursday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,wet or damp,vehicle with vehicle collision,going straight,no priority to vehicle,31-50,below 1yr,male,pick up upto 10q,10,morning,1,False
slight injury,1,1900-01-01 15:00:00,thursday,residential areas,no junction,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,other,no distancing,18-30,2-5yr,male,pick up upto 10q,15,afternoon,1,False
slight injury,1,1900-01-01 15:00:00,thursday,other,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,turnover,18-30,2-5yr,male,lorry (41?100q),15,afternoon,1,False
slight injury,1,1900-01-01 18:40:00,thursday,industrial areas,y shape,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no distancing,18-30,above 10yr,male,automobile,18,evening,1,False
slight injury,2,1900-01-01 03:55:00,monday,office areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),raining and windy,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,changing lane to the right,18-30,2-5yr,male,stationwagen,3,night,1,False
slight injury,2,1900-01-01 03:55:00,monday,recreational areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),raining and windy,darkness - lights lit,wet or damp,collision with pedestrians,reversing,no distancing,18-30,2-5yr,male,motorcycle,3,night,1,False
slight injury,2,1900-01-01 03:55:00,monday,residential areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),raining and windy,darkness - lights lit,wet or damp,collision with pedestrians,moving backward,changing lane to the left,18-30,1-2yr,male,automobile,3,night,1,False
slight injury,3,1900-01-01 17:45:00,sunday,residential areas,crossing,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,collision with roadside objects,going straight,driving carelessly,31-50,5-10yr,male,other,17,afternoon,1,True
slight injury,3,1900-01-01 17:45:00,sunday,church areas,crossing,steep grade downward with mountainous terrain,undivided two way,normal,darkness - lights lit,dry,collision with pedestrians,going straight,changing lane to the right,18-30,below 1yr,male,automobile,17,afternoon,1,True
slight injury,3,1900-01-01 17:45:00,sunday,residential areas,crossing,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,reversing,no priority to vehicle,18-30,below 1yr,male,automobile,17,afternoon,1,True
slight injury,3,1900-01-01 17:45:00,sunday,other,crossing,tangent road with flat terrain,other,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,no distancing,18-30,5-10yr,male,automobile,17,afternoon,1,True
slight injury,1,1900-01-01 19:10:00,friday,other,crossing,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,reversing,no priority to pedestrian,31-50,below 1yr,male,public (> 45 seats),19,evening,1,False
serious injury,1,1900-01-01 10:13:00,thursday,other,y shape,tangent road with flat terrain,two-way (divided with solid lines road marking),normal,daylight,dry,collision with roadside objects,other,no priority to pedestrian,31-50,1-2yr,male,automobile,10,morning,2,False
serious injury,1,1900-01-01 10:13:00,thursday,church areas,y shape,tangent road with flat terrain,two-way (divided with solid lines road marking),normal,daylight,dry,collision with roadside objects,going straight,no priority to vehicle,over 51,2-5yr,male,other,10,morning,2,False
slight injury,1,1900-01-01 09:48:00,friday,other,crossing,tangent road with flat terrain,two-way (divided with solid lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the left,under 18,1-2yr,male,automobile,9,morning,1,False
slight injury,1,1900-01-01 09:48:00,friday,church areas,crossing,tangent road with flat terrain,two-way (divided with solid lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the left,18-30,5-10yr,male,other,9,morning,1,False
slight injury,1,1900-01-01 16:20:00,monday,church areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no distancing,18-30,below 1yr,male,lorry (41?100q),16,afternoon,1,False
slight injury,1,1900-01-01 16:20:00,monday,other,y shape,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no priority to vehicle,18-30,above 10yr,male,pick up upto 10q,16,afternoon,1,False
slight injury,1,1900-01-01 19:40:00,thursday,other,y shape,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,no distancing,18-30,5-10yr,male,public (13?45 seats),19,evening,1,False
slight injury,1,1900-01-01 16:53:00,wednesday,school areas,y shape,tangent road with flat terrain,other,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,no distancing,18-30,below 1yr,male,automobile,16,afternoon,1,False
slight injury,1,1900-01-01 12:55:00,wednesday,residential areas,no junction,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the right,31-50,5-10yr,male,pick up upto 10q,12,afternoon,1,False
slight injury,2,1900-01-01 19:32:00,friday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,changing lane to the left,31-50,5-10yr,male,automobile,19,evening,1,False
slight injury,2,1900-01-01 19:32:00,friday,office areas,y shape,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no distancing,18-30,2-5yr,male,lorry (41?100q),19,evening,1,False
slight injury,2,1900-01-01 17:35:00,saturday,residential areas,crossing,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,collision with roadside objects,going straight,overturning,18-30,above 10yr,male,automobile,17,afternoon,1,True
